measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Cuba,Female,Age-standardized,Hypertensive heart disease,Rate,2009,9.832450004,10.95515592,4.825249322
Deaths,Rwanda,Male,Age-standardized,Ischemic heart disease,Rate,2019,94.63689099,130.6679905,68.16500753
Deaths,Rwanda,Female,Age-standardized,Ischemic heart disease,Rate,2019,77.23749276,109.4135311,52.71020007
Deaths,Rwanda,Male,Age-standardized,Ischemic stroke,Rate,2019,41.07725811,58.7968411,25.74029174
Deaths,Rwanda,Female,Age-standardized,Ischemic stroke,Rate,2019,37.68457968,51.0721985,26.38384061
Deaths,Rwanda,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,75.1683598,105.34473,49.26519236
Deaths,Rwanda,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,68.04734997,102.2818583,41.45595866
Deaths,Togo,Male,Age-standardized,Ischemic heart disease,Rate,2019,165.2933928,204.6347266,134.1716985
Deaths,Togo,Female,Age-standardized,Ischemic heart disease,Rate,2019,114.542069,144.6823718,90.5438798
Deaths,Latvia,Male,Age-standardized,All causes,Rate,2019,926.4724098,1116.149638,759.6073651
Deaths,Latvia,Female,Age-standardized,All causes,Rate,2019,519.2672637,649.0705815,421.8521741
Deaths,San Marino,Male,Age-standardized,Hypertensive heart disease,Rate,2009,5.488463776,7.411311562,3.856830932
Deaths,San Marino,Female,Age-standardized,Hypertensive heart disease,Rate,2009,8.113665105,11.21560722,5.594894288
Deaths,Serbia,Male,Age-standardized,Ischemic heart disease,Rate,2019,225.5768204,268.1630377,188.2223294
Deaths,Serbia,Female,Age-standardized,Ischemic heart disease,Rate,2019,185.2920877,216.3464629,155.1455414
Deaths,Uruguay,Male,Age-standardized,All causes,Rate,2009,833.6239718,847.4341014,820.2971194
Deaths,Uruguay,Female,Age-standardized,All causes,Rate,2009,488.1553602,497.7399071,479.2442685
Deaths,Afghanistan,Male,Age-standardized,All causes,Rate,2009,1566.332004,1823.179065,1338.294436
Deaths,Afghanistan,Female,Age-standardized,All causes,Rate,2009,1546.972789,1852.24424,1313.992538
Deaths,Peru,Male,Age-standardized,Ischemic stroke,Rate,2019,14.92413447,20.58901838,10.87533118
Deaths,Peru,Female,Age-standardized,Ischemic stroke,Rate,2019,13.1119471,17.45543593,9.481123669
Deaths,Peru,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,11.07272815,15.56978529,7.820838356
Deaths,Peru,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,8.388158985,11.33182375,6.066715072
Deaths,Botswana,Male,Age-standardized,All causes,Rate,2009,2185.741104,2515.142297,1915.058287
Deaths,Botswana,Female,Age-standardized,All causes,Rate,2009,1514.083146,1860.243928,1198.2386
Deaths,Ethiopia,Male,Age-standardized,All causes,Rate,2019,1101.461759,1246.04621,963.3628307
Deaths,Ethiopia,Female,Age-standardized,All causes,Rate,2019,881.6969091,952.6092551,802.0286045
Deaths,Latvia,Male,Age-standardized,Ischemic heart disease,Rate,2019,270.9469915,330.4463258,222.415734
Deaths,Latvia,Female,Age-standardized,Ischemic heart disease,Rate,2019,157.3978877,195.021107,127.3891638
Deaths,Latvia,Male,Age-standardized,Ischemic stroke,Rate,2019,91.47714391,111.6166195,74.55756428
Deaths,Latvia,Female,Age-standardized,Ischemic stroke,Rate,2019,80.63817485,100.5314623,64.88046232
Deaths,Turkey,Male,Age-standardized,Ischemic stroke,Rate,2019,37.07085302,45.6845368,29.26279726
Deaths,Turkey,Female,Age-standardized,Ischemic stroke,Rate,2019,39.03483062,47.49070381,30.38115182
Deaths,Turkey,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,19.56505681,24.50064185,15.29921675
Deaths,Turkey,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,17.78755631,22.12626333,13.91846104
Deaths,Turkey,Male,Age-standardized,Hypertensive heart disease,Rate,2019,17.79304942,22.68953772,10.48803562
Deaths,Turkey,Female,Age-standardized,Hypertensive heart disease,Rate,2019,22.87151332,29.428044,11.14247934
Deaths,Serbia,Male,Age-standardized,Ischemic stroke,Rate,2019,129.7820987,154.9882739,108.6824795
Deaths,Serbia,Female,Age-standardized,Ischemic stroke,Rate,2019,141.7104415,166.5931716,118.3986214
Deaths,Serbia,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,31.27381574,38.87788598,24.73713787
Deaths,Serbia,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,27.07136741,33.08116628,22.00926694
Deaths,Serbia,Male,Age-standardized,Hypertensive heart disease,Rate,2019,19.59717446,23.87595077,14.78872912
Deaths,Serbia,Female,Age-standardized,Hypertensive heart disease,Rate,2019,26.07434518,31.88031592,18.00811448
Deaths,Georgia,Male,Age-standardized,All causes,Rate,2009,1197.867204,1286.982616,1106.538923
Deaths,Georgia,Female,Age-standardized,All causes,Rate,2009,652.4097136,694.0027486,609.3587559
Deaths,Libya,Male,Age-standardized,All causes,Rate,2019,716.1074359,859.1823069,598.6533827
Deaths,Libya,Female,Age-standardized,All causes,Rate,2019,582.788624,695.1124843,491.9759891
Deaths,Togo,Male,Age-standardized,Ischemic stroke,Rate,2019,43.79273064,56.02297093,33.61292945
Deaths,Togo,Female,Age-standardized,Ischemic stroke,Rate,2019,38.46659374,48.67015598,30.9124313
Deaths,Togo,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,75.98743875,95.90877984,57.89718594
Deaths,Togo,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,60.66278033,77.16456673,47.7633118
Deaths,Togo,Male,Age-standardized,Hypertensive heart disease,Rate,2019,13.19759773,18.22360795,7.209907961
Deaths,Togo,Female,Age-standardized,Hypertensive heart disease,Rate,2019,26.12209577,36.92778702,14.10894244
Deaths,Greenland,Male,Age-standardized,Hypertensive heart disease,Rate,2009,7.073743564,8.389809137,5.735093946
Deaths,Greenland,Female,Age-standardized,Hypertensive heart disease,Rate,2009,10.43812443,12.2141502,8.258059276
Deaths,Georgia,Male,Age-standardized,Ischemic stroke,Rate,2009,82.0571068,91.27167036,72.95713591
Deaths,Georgia,Female,Age-standardized,Ischemic stroke,Rate,2009,54.74809455,61.32005697,48.0167967
Deaths,Georgia,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,150.0882241,164.7751591,135.3241727
Deaths,Georgia,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,93.35279474,102.4918389,83.87187193
Deaths,Georgia,Male,Age-standardized,Hypertensive heart disease,Rate,2009,47.84619375,54.99674827,27.07475211
Deaths,Georgia,Female,Age-standardized,Hypertensive heart disease,Rate,2009,36.26888542,42.20457362,19.19050581
Deaths,Peru,Male,Age-standardized,Hypertensive heart disease,Rate,2019,3.407638808,4.83885602,2.424814891
Deaths,Peru,Female,Age-standardized,Hypertensive heart disease,Rate,2019,3.913994931,5.4818585,2.667589015
Deaths,Samoa,Male,Age-standardized,All causes,Rate,2019,1051.256641,1220.410342,932.2819398
Deaths,Samoa,Female,Age-standardized,All causes,Rate,2019,915.8131023,1127.535847,745.6776677
Deaths,Latvia,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,20.34815767,26.23810265,15.51352518
Deaths,Latvia,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,13.39493243,17.2419644,10.42096276
Deaths,Latvia,Male,Age-standardized,Hypertensive heart disease,Rate,2019,15.43075654,20.73659853,4.841718335
Deaths,Latvia,Female,Age-standardized,Hypertensive heart disease,Rate,2019,13.48813339,17.99276316,3.073021621
Deaths,Jamaica,Male,Age-standardized,All causes,Rate,2009,921.2316092,945.3950705,898.6157308
Deaths,Jamaica,Female,Age-standardized,All causes,Rate,2009,511.7006133,529.0880373,495.5622687
Deaths,Afghanistan,Male,Age-standardized,Ischemic heart disease,Rate,2009,376.0010349,459.944224,294.4653196
Deaths,Afghanistan,Female,Age-standardized,Ischemic heart disease,Rate,2009,338.8950745,428.9730164,264.0022312
Deaths,Afghanistan,Male,Age-standardized,Ischemic stroke,Rate,2009,91.94497836,126.4605121,63.11117231
Deaths,Afghanistan,Female,Age-standardized,Ischemic stroke,Rate,2009,111.054681,154.8577392,67.11828816
Deaths,Afghanistan,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,60.17898133,82.2136284,41.13896749
Deaths,Afghanistan,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,79.92772571,117.6246098,47.08723761
Deaths,Tuvalu,Male,Age-standardized,Ischemic stroke,Rate,2009,51.20108947,64.56888759,40.81721914
Deaths,Tuvalu,Female,Age-standardized,Ischemic stroke,Rate,2009,53.07545393,66.47517805,41.77467152
Deaths,Tuvalu,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,116.2761062,143.6255267,95.74324909
Deaths,Tuvalu,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,97.40153301,121.9966426,75.9854676
Deaths,Tuvalu,Male,Age-standardized,Hypertensive heart disease,Rate,2009,29.94105571,42.1078821,15.92140238
Deaths,Tuvalu,Female,Age-standardized,Hypertensive heart disease,Rate,2009,34.20342041,46.79427436,20.45817153
Deaths,Botswana,Male,Age-standardized,Ischemic heart disease,Rate,2009,179.1834513,218.6137253,145.1204399
Deaths,Botswana,Female,Age-standardized,Ischemic heart disease,Rate,2009,111.2692218,152.8551028,77.5925895
Deaths,Botswana,Male,Age-standardized,Ischemic stroke,Rate,2009,87.987475,110.417551,63.52156656
Deaths,Botswana,Female,Age-standardized,Ischemic stroke,Rate,2009,75.99007226,101.1650167,53.89757404
Deaths,Botswana,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,80.09729666,100.3717581,62.09553407
Deaths,Botswana,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,63.89821479,92.14214874,41.5482202
Deaths,Botswana,Male,Age-standardized,Hypertensive heart disease,Rate,2009,36.06089417,51.34498506,23.21155188
Deaths,Botswana,Female,Age-standardized,Hypertensive heart disease,Rate,2009,49.33366208,70.95057112,31.92073781
Deaths,Kyrgyzstan,Male,Age-standardized,All causes,Rate,2009,1344.515338,1360.259536,1328.720238
Deaths,Kyrgyzstan,Female,Age-standardized,All causes,Rate,2009,841.8807301,854.1638331,828.962173
Deaths,Guinea-Bissau,Male,Age-standardized,Ischemic heart disease,Rate,2019,187.4074588,225.8221223,152.584638
Deaths,Guinea-Bissau,Female,Age-standardized,Ischemic heart disease,Rate,2019,146.1710441,189.9062492,112.5666839
Deaths,Guinea-Bissau,Male,Age-standardized,Ischemic stroke,Rate,2019,46.98506534,59.57938759,36.05681467
Deaths,Guinea-Bissau,Female,Age-standardized,Ischemic stroke,Rate,2019,46.83570261,60.94715467,35.22999963
Deaths,Guinea-Bissau,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,104.3814703,128.9587515,81.24563014
Deaths,Guinea-Bissau,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,85.42136464,109.4574774,65.49601023
Deaths,Guinea-Bissau,Male,Age-standardized,Hypertensive heart disease,Rate,2019,19.58684458,31.81934567,9.150934173
Deaths,Guinea-Bissau,Female,Age-standardized,Hypertensive heart disease,Rate,2019,37.60095532,54.54905382,17.78596762
Deaths,Georgia,Male,Age-standardized,Ischemic heart disease,Rate,2009,368.5175424,400.6811263,335.4486404
Deaths,Georgia,Female,Age-standardized,Ischemic heart disease,Rate,2009,186.8161236,204.6084789,167.8460037
Deaths,Croatia,Male,Age-standardized,All causes,Rate,2019,755.6225944,914.0002795,621.0396638
Deaths,Croatia,Female,Age-standardized,All causes,Rate,2019,464.5118765,558.2090346,385.3336611
Deaths,Portugal,Male,Age-standardized,All causes,Rate,2019,569.4004476,584.0496941,555.8422953
Deaths,Portugal,Female,Age-standardized,All causes,Rate,2019,339.7095729,348.3704803,331.722367
Deaths,Ethiopia,Male,Age-standardized,Ischemic heart disease,Rate,2019,88.71747439,116.5924677,62.40725743
Deaths,Ethiopia,Female,Age-standardized,Ischemic heart disease,Rate,2019,79.83637687,99.74427864,56.93933889
Deaths,Ethiopia,Male,Age-standardized,Ischemic stroke,Rate,2019,28.06695509,39.63621432,19.50136764
Deaths,Ethiopia,Female,Age-standardized,Ischemic stroke,Rate,2019,30.67757642,37.55764256,24.48069695
Deaths,Ethiopia,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,60.19166049,80.36524351,42.72682487
Deaths,Ethiopia,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,54.55018369,72.22545019,36.33351596
Deaths,Ethiopia,Male,Age-standardized,Hypertensive heart disease,Rate,2019,25.76038395,54.38732384,11.8399453
Deaths,Ethiopia,Female,Age-standardized,Hypertensive heart disease,Rate,2019,38.30076687,60.49344647,21.33948829
Deaths,Kyrgyzstan,Male,Age-standardized,Ischemic heart disease,Rate,2009,484.4487249,499.8519885,457.7940029
Deaths,Kyrgyzstan,Female,Age-standardized,Ischemic heart disease,Rate,2009,332.9243678,346.5984308,306.8794452
Deaths,Libya,Male,Age-standardized,Ischemic heart disease,Rate,2019,188.1347925,262.585797,142.8931499
Deaths,Libya,Female,Age-standardized,Ischemic heart disease,Rate,2019,153.8400743,195.532781,120.4504918
Deaths,Libya,Male,Age-standardized,Ischemic stroke,Rate,2019,51.22965218,74.5778823,36.59069095
Deaths,Libya,Female,Age-standardized,Ischemic stroke,Rate,2019,56.89309793,73.5095716,41.65070694
Deaths,Libya,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,12.30477985,18.80600829,7.876058326
Deaths,Libya,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,14.24419492,20.00129828,9.696294824
Deaths,Libya,Male,Age-standardized,Hypertensive heart disease,Rate,2019,25.83450299,39.63913777,8.376829483
Deaths,Libya,Female,Age-standardized,Hypertensive heart disease,Rate,2019,25.66814604,41.32383386,11.70408548
Deaths,Guatemala,Male,Age-standardized,Ischemic heart disease,Rate,2009,129.9907874,145.7233385,113.4510951
Deaths,Guatemala,Female,Age-standardized,Ischemic heart disease,Rate,2009,95.06970147,106.7065444,81.91110788
Deaths,Guatemala,Male,Age-standardized,Ischemic stroke,Rate,2009,27.67524814,31.33908864,23.90778994
Deaths,Guatemala,Female,Age-standardized,Ischemic stroke,Rate,2009,22.20820048,25.04674304,19.09604565
Deaths,Guatemala,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,26.37445937,30.39277974,22.53110366
Deaths,Guatemala,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,23.16323544,26.41002691,19.97725681
Deaths,Guatemala,Male,Age-standardized,Hypertensive heart disease,Rate,2009,5.686638008,7.782267413,4.709145163
Deaths,Guatemala,Female,Age-standardized,Hypertensive heart disease,Rate,2009,7.838823672,13.29206366,6.344039359
Deaths,Japan,Male,Age-standardized,All causes,Rate,2009,510.8889568,513.1694057,508.7438747
Deaths,Japan,Female,Age-standardized,All causes,Rate,2009,270.1165354,271.6272229,268.6480616
Deaths,Portugal,Male,Age-standardized,Ischemic heart disease,Rate,2019,58.99706343,63.31170695,54.08676437
Deaths,Portugal,Female,Age-standardized,Ischemic heart disease,Rate,2019,34.97082049,38.97151409,29.37956692
Deaths,Portugal,Male,Age-standardized,Ischemic stroke,Rate,2019,39.9521871,43.94176329,34.97586605
Deaths,Portugal,Female,Age-standardized,Ischemic stroke,Rate,2019,34.09966042,38.0908848,28.09915065
Deaths,Morocco,Male,Age-standardized,All causes,Rate,2009,873.909854,1041.22164,713.05745
Deaths,Morocco,Female,Age-standardized,All causes,Rate,2009,887.0900292,997.639432,772.4902157
Deaths,India,Male,Age-standardized,All causes,Rate,2019,983.2070562,1143.536153,840.2801753
Deaths,India,Female,Age-standardized,All causes,Rate,2019,833.7995889,953.6264618,724.34292
Deaths,Kyrgyzstan,Male,Age-standardized,Ischemic stroke,Rate,2009,122.9100449,129.0855167,116.0833032
Deaths,Kyrgyzstan,Female,Age-standardized,Ischemic stroke,Rate,2009,85.80645941,89.64460099,79.53844032
Deaths,Kyrgyzstan,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,77.39610743,82.69661134,72.61826932
Deaths,Kyrgyzstan,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,55.35320476,57.70649049,52.76057433
Deaths,Kyrgyzstan,Male,Age-standardized,Hypertensive heart disease,Rate,2009,13.64620995,17.29661107,12.12978087
Deaths,Kyrgyzstan,Female,Age-standardized,Hypertensive heart disease,Rate,2009,10.67143776,16.26201932,9.427096236
Deaths,Croatia,Male,Age-standardized,Ischemic heart disease,Rate,2019,173.7434541,207.9622558,142.5208144
Deaths,Croatia,Female,Age-standardized,Ischemic heart disease,Rate,2019,119.7210346,144.0070363,95.31356485
Deaths,Croatia,Male,Age-standardized,Ischemic stroke,Rate,2019,61.14723357,73.09984725,50.24973094
Deaths,Croatia,Female,Age-standardized,Ischemic stroke,Rate,2019,52.82368601,63.64543623,42.49234965
Deaths,Croatia,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,23.13010671,28.87236707,18.2370365
Deaths,Croatia,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,13.33729338,16.59668499,10.51525728
Deaths,Croatia,Male,Age-standardized,Hypertensive heart disease,Rate,2019,16.8067625,20.97998285,11.08694053
Deaths,Croatia,Female,Age-standardized,Hypertensive heart disease,Rate,2019,18.78305144,23.61787897,11.33531432
Deaths,United States Virgin Islands,Male,Age-standardized,All causes,Rate,2009,1083.813223,1139.715158,1022.737914
Deaths,United States Virgin Islands,Female,Age-standardized,All causes,Rate,2009,600.209756,631.3156126,572.9123441
Deaths,Guam,Male,Age-standardized,All causes,Rate,2009,765.1679665,821.2710246,706.4616793
Deaths,Guam,Female,Age-standardized,All causes,Rate,2009,430.6255964,468.8183219,399.5710316
Deaths,Cyprus,Male,Age-standardized,Ischemic stroke,Rate,2019,25.35608308,31.61498062,21.15980403
Deaths,Cyprus,Female,Age-standardized,Ischemic stroke,Rate,2019,32.82312627,41.50169042,27.30241295
Deaths,Cyprus,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,13.1765369,16.41506286,11.09113382
Deaths,Cyprus,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,10.86152382,13.3765828,9.069125187
Deaths,Cyprus,Male,Age-standardized,Hypertensive heart disease,Rate,2019,7.601573542,9.509164272,4.095205476
Deaths,Cyprus,Female,Age-standardized,Hypertensive heart disease,Rate,2019,16.12567322,19.90007971,7.148159015
Deaths,Kazakhstan,Male,Age-standardized,All causes,Rate,2009,1569.544884,1627.413131,1520.934872
Deaths,Kazakhstan,Female,Age-standardized,All causes,Rate,2009,903.6655684,930.654805,877.6550494
Deaths,Nicaragua,Male,Age-standardized,All causes,Rate,2009,948.4089579,972.7125806,909.3118786
Deaths,Nicaragua,Female,Age-standardized,All causes,Rate,2009,654.2103729,672.6482233,623.13592
Deaths,South Africa,Male,Age-standardized,Ischemic heart disease,Rate,2019,101.0575448,109.7615624,91.18361756
Deaths,South Africa,Female,Age-standardized,Ischemic heart disease,Rate,2019,67.23866685,74.18258335,58.8581388
Deaths,South Africa,Male,Age-standardized,Ischemic stroke,Rate,2019,48.59334636,52.698059,43.84398852
Deaths,South Africa,Female,Age-standardized,Ischemic stroke,Rate,2019,48.87177664,53.70214315,42.32318927
Deaths,South Africa,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,31.67468718,34.70669457,28.47150859
Deaths,South Africa,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,27.5196039,30.20074445,24.75139294
Deaths,South Africa,Male,Age-standardized,Hypertensive heart disease,Rate,2019,30.09171034,34.30487059,24.74128306
Deaths,South Africa,Female,Age-standardized,Hypertensive heart disease,Rate,2019,35.72300396,40.76625801,29.79711745
Deaths,Denmark,Male,Age-standardized,All causes,Rate,2019,555.4317632,572.232454,539.8554673
Deaths,Denmark,Female,Age-standardized,All causes,Rate,2019,386.2980281,397.9669244,375.4744248
Deaths,Nicaragua,Male,Age-standardized,Ischemic heart disease,Rate,2009,177.1688963,187.6153605,161.8279418
Deaths,Nicaragua,Female,Age-standardized,Ischemic heart disease,Rate,2009,130.3563041,140.5874471,115.3324517
Deaths,Nicaragua,Male,Age-standardized,Ischemic stroke,Rate,2009,42.02767926,46.13032716,36.10035576
Deaths,Nicaragua,Female,Age-standardized,Ischemic stroke,Rate,2009,34.54113021,38.13684598,29.87013665
Deaths,Nicaragua,Male,Age-standardized,All causes,Rate,2019,907.5176154,1047.833072,762.6345718
Deaths,Nicaragua,Female,Age-standardized,All causes,Rate,2019,579.9324423,636.4515299,517.5775269
Deaths,India,Male,Age-standardized,All causes,Rate,2009,1224.089608,1303.078969,1147.133019
Deaths,India,Female,Age-standardized,All causes,Rate,2009,991.2642079,1041.944492,939.3617852
Deaths,Saint Kitts and Nevis,Male,Age-standardized,All causes,Rate,2019,1110.264657,1226.661922,1047.104172
Deaths,Saint Kitts and Nevis,Female,Age-standardized,All causes,Rate,2019,698.3167491,802.3833175,630.2655988
Deaths,Israel,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,13.19684381,14.15191023,12.18394198
Deaths,Israel,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,9.11491796,9.947264642,8.090306993
Deaths,Israel,Male,Age-standardized,Hypertensive heart disease,Rate,2009,1.389165854,4.13572711,1.032466161
Deaths,Israel,Female,Age-standardized,Hypertensive heart disease,Rate,2009,2.184385399,5.814550833,1.593535613
Deaths,Japan,Male,Age-standardized,Ischemic heart disease,Rate,2009,51.65622313,54.32478453,46.51121427
Deaths,Japan,Female,Age-standardized,Ischemic heart disease,Rate,2009,25.25544576,28.47202481,19.48027197
Deaths,Lesotho,Male,Age-standardized,All causes,Rate,2009,3155.370666,3492.446092,2864.672894
Deaths,Lesotho,Female,Age-standardized,All causes,Rate,2009,2202.098782,2532.031472,1882.366912
Deaths,Portugal,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,20.48820426,22.50432654,18.29150826
Deaths,Portugal,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,12.28164843,13.64748245,10.58427083
Deaths,Portugal,Male,Age-standardized,Hypertensive heart disease,Rate,2019,5.139439162,6.050438058,2.954132712
Deaths,Portugal,Female,Age-standardized,Hypertensive heart disease,Rate,2019,6.807846922,8.170253925,3.840967423
Deaths,Afghanistan,Male,Age-standardized,Hypertensive heart disease,Rate,2009,66.13518331,104.6210951,18.30142193
Deaths,Afghanistan,Female,Age-standardized,Hypertensive heart disease,Rate,2009,88.62115298,146.650223,28.43636335
Deaths,Nicaragua,Male,Age-standardized,Ischemic heart disease,Rate,2019,182.3624385,212.0082669,152.507152
Deaths,Nicaragua,Female,Age-standardized,Ischemic heart disease,Rate,2019,122.5306793,135.5077648,105.1873518
Deaths,Nicaragua,Male,Age-standardized,Ischemic stroke,Rate,2019,35.24257869,41.72030308,28.72551911
Deaths,Nicaragua,Female,Age-standardized,Ischemic stroke,Rate,2019,27.82971615,32.38828932,23.25671436
Deaths,Morocco,Male,Age-standardized,Ischemic heart disease,Rate,2009,266.8888202,331.6480208,204.9033143
Deaths,Morocco,Female,Age-standardized,Ischemic heart disease,Rate,2009,268.0440284,322.2709869,219.2688793
Deaths,Poland,Male,Age-standardized,All causes,Rate,2009,925.5769514,931.2336069,919.8971869
Deaths,Poland,Female,Age-standardized,All causes,Rate,2009,510.99244,515.5086356,506.2993349
Deaths,Japan,Male,Age-standardized,Ischemic stroke,Rate,2009,27.74078572,29.701486,23.88474507
Deaths,Japan,Female,Age-standardized,Ischemic stroke,Rate,2009,15.25693992,17.58244531,11.28228995
Deaths,Japan,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,16.18441906,17.14413178,14.91911661
Deaths,Japan,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,7.833466727,8.651970491,6.407799336
Deaths,Japan,Male,Age-standardized,Hypertensive heart disease,Rate,2009,2.179628301,3.583531427,1.817178831
Deaths,Japan,Female,Age-standardized,Hypertensive heart disease,Rate,2009,2.589249721,3.346875509,1.772011823
Deaths,Niger,Male,Age-standardized,Ischemic heart disease,Rate,2009,118.223189,145.0147624,94.15304849
Deaths,Niger,Female,Age-standardized,Ischemic heart disease,Rate,2009,110.3704523,139.3695046,86.55086128
Deaths,Niger,Male,Age-standardized,Ischemic stroke,Rate,2009,34.13833984,48.20246157,23.6488302
Deaths,Niger,Female,Age-standardized,Ischemic stroke,Rate,2009,38.90709375,50.30010686,28.3887961
Deaths,Niger,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,71.4617832,91.14499417,54.96522347
Deaths,Niger,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,77.64308086,99.37999912,57.77422262
Deaths,Niger,Male,Age-standardized,Hypertensive heart disease,Rate,2009,10.18167077,15.66362727,5.577833921
Deaths,Niger,Female,Age-standardized,Hypertensive heart disease,Rate,2009,26.17508706,43.06835142,11.85651244
Deaths,Belarus,Male,Age-standardized,All causes,Rate,2019,1114.573168,1376.694069,910.2273866
Deaths,Belarus,Female,Age-standardized,All causes,Rate,2019,569.2792844,702.8626638,468.1964705
Deaths,India,Male,Age-standardized,Ischemic heart disease,Rate,2009,198.5883252,217.7185257,180.522139
Deaths,India,Female,Age-standardized,Ischemic heart disease,Rate,2009,117.07088,132.440459,100.8064144
Deaths,India,Male,Age-standardized,Ischemic stroke,Rate,2009,38.36947,49.09081746,30.09836488
Deaths,India,Female,Age-standardized,Ischemic stroke,Rate,2009,29.71467015,36.06669239,24.14997236
Deaths,India,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,45.81787299,55.27962025,36.15589117
Deaths,India,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,35.83666577,43.66965976,28.76155421
Deaths,India,Male,Age-standardized,Hypertensive heart disease,Rate,2009,10.22842484,14.24480161,6.399117341
Deaths,India,Female,Age-standardized,Hypertensive heart disease,Rate,2009,16.32305135,24.50110786,10.05817641
Deaths,Côte d'Ivoire,Male,Age-standardized,All causes,Rate,2019,1395.297527,1587.564605,1228.923701
Deaths,Côte d'Ivoire,Female,Age-standardized,All causes,Rate,2019,1036.637949,1193.654674,927.6252827
Deaths,South Africa,Male,Age-standardized,Ischemic heart disease,Rate,2009,130.2833788,137.5677405,123.3842079
Deaths,South Africa,Female,Age-standardized,Ischemic heart disease,Rate,2009,84.01251588,90.00708468,76.83267502
Deaths,South Africa,Male,Age-standardized,Ischemic stroke,Rate,2009,63.01920001,66.82605151,57.94563023
Deaths,South Africa,Female,Age-standardized,Ischemic stroke,Rate,2009,62.81602026,67.59054219,56.48104514
Deaths,South Africa,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,46.9473819,50.09881666,44.18995875
Deaths,South Africa,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,41.99579125,45.46739279,38.21827153
Deaths,South Africa,Male,Age-standardized,Hypertensive heart disease,Rate,2009,37.1574665,39.89164419,32.91145951
Deaths,South Africa,Female,Age-standardized,Hypertensive heart disease,Rate,2009,45.15953609,49.19947571,39.17469281
Deaths,Bermuda,Male,Age-standardized,All causes,Rate,2009,687.0596467,735.6583426,646.2972553
Deaths,Bermuda,Female,Age-standardized,All causes,Rate,2009,342.1918057,383.1018355,309.2868696
Deaths,Malawi,Male,Age-standardized,Ischemic heart disease,Rate,2019,113.7047333,139.5381768,89.23488449
Deaths,Malawi,Female,Age-standardized,Ischemic heart disease,Rate,2019,71.37091607,90.72782357,52.12973521
Deaths,Oman,Male,Age-standardized,All causes,Rate,2019,1027.047567,1129.451076,933.1244644
Deaths,Oman,Female,Age-standardized,All causes,Rate,2019,808.6039897,879.3003708,742.0262098
Deaths,Lesotho,Male,Age-standardized,Ischemic heart disease,Rate,2009,148.4632157,185.6923487,115.0499587
Deaths,Lesotho,Female,Age-standardized,Ischemic heart disease,Rate,2009,103.6257522,138.3710776,74.3072363
